Name,Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Frogger: Ancient Shadow,2005,0.04,0.01,0,0,0.05
Naruto: Uzumaki Chronicles 2 (JP sales),2006,0,0,0.05,0,0.05
Moon,2009,0.04,0,0,0,0.05
Snoopy vs the Red Baron,2006,0.04,0,0,0,0.05
Pet Vet: Down Under,2009,0.04,0,0,0,0.05
Virtua Tennis 3,2007,0.02,0.02,0,0.01,0.05
Raze's Hell,2005,0.04,0.01,0,0,0.05
Far Cry,2004,0,0.04,0,0.01,0.05
Gem Smashers,2011,0.04,0,0,0,0.05
Shin Megami Tensei NINE,2002,0,0,0.05,0,0.05
Magic Carpet,1995,0.03,0.02,0,0,0.05
Adventure Time: Explore the Dungeon Because I Don't Know!,2013,0.02,0.01,0,0.01,0.05
Hoshigami: Ruining Blue Earth,2001,0.03,0.02,0,0,0.05
GunPey DS,2006,0.04,0,0,0,0.05
Cabela's African Safari,2006,0.04,0,0,0,0.05
Test Drive: Ferrari Legends,2012,0.04,0,0,0,0.05
Sushi Go-Round,2010,0.04,0,0,0,0.05
NightCaster II: Equinox,2002,0.03,0.01,0,0,0.05
Shin Hayarigami,2014,0,0,0.05,0,0.05
Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,2008,0,0,0.05,0,0.05
Arslan: The Warriors of Legend,2015,0,0,0.05,0,0.05
SD Gundam G Generation World,2011,0,0,0.05,0,0.05
Ship Simulator Extremes,2010,0,0.04,0,0.01,0.05
Winter Sports 2011,2011,0,0.04,0,0.01,0.05
Time Crisis: Project Titan,2001,0.03,0.02,0,0,0.05
Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,2011,0,0,0.05,0,0.05
Crusader: No Remorse,1996,0.03,0.02,0,0,0.05
Billy the Wizard: Rocket Broomstick Racing,2007,0.04,0,0,0,0.05
Ys: The Ark of Napishtim,2006,0.04,0,0,0,0.05
Black & Bruised,2003,0.04,0.01,0,0,0.05
Winter Sports 3: The Great Tournament,2010,0.02,0.02,0,0,0.05
Pro Evolution Soccer 2017,2016,0.01,0.03,0,0,0.05
FIFA Soccer 10,2009,0,0.04,0,0.01,0.05
Jewel Quest 5: The Sleepless Star,2011,0.02,0.02,0,0.01,0.05
World Series of Poker: Tournament of Champions 2007 Edition,2006,0.04,0,0,0,0.05
Tom Clancy's Rainbow Six: Lockdown,2005,0.04,0.01,0,0,0.05
Yoru no Nai Kuni,2015,0,0,0.05,0,0.05
Full Spectrum Warrior: Ten Hammers,2006,0.03,0.01,0,0,0.05
Puyo Puyo Tetris,2014,0,0,0.05,0,0.05
The Sims,2000,0.01,0.03,0,0.01,0.05
Turok: Dinosaur Hunter,1997,0,0,0.05,0,0.05
MiniCopter: Adventure Flight,2007,0.04,0,0,0,0.05
FIFA Manager 12,2011,0,0.03,0,0.01,0.05
Balloon Pop,2007,0.04,0,0,0,0.05
Gitaroo Man,2001,0.02,0.02,0,0.01,0.05
Taiko no Tatsujin Portable 2,2006,0,0,0.05,0,0.05
Super Bubble Pop,2003,0.04,0.01,0,0,0.05
Apassionata: Die Galanacht der Pferde,2009,0,0.04,0,0.01,0.05
Battleship / Connect Four / Sorry! / Trouble,2006,0.04,0,0,0,0.05
Time Travelers,2012,0,0,0.05,0,0.05
Amnesia Later,2012,0,0,0.05,0,0.05
World Championship Poker: Featuring Howard Lederer - All In,2006,0.04,0,0,0,0.05
SpongeBob SquarePants: Plankton's Robotic Revenge,2013,0.04,0,0,0,0.05
Crazy Chicken: Atlantis Quest,2007,0.04,0,0,0,0.05
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,2011,0,0,0.05,0,0.05
Intellivision Lives!,2004,0.03,0.01,0,0,0.05
Test Drive Le Mans,1999,0.03,0.02,0,0,0.05
Counter Force,2007,0.04,0,0,0,0.05
Centipede: Infestation,2011,0.04,0,0,0,0.05
Cabela's Trophy Bucks,2007,0.04,0,0,0,0.05
XCOM 2,2016,0.02,0.02,0,0,0.05
Yaiba: Ninja Gaiden Z,2014,0.03,0.01,0,0,0.05
Hero Bank 2,2014,0,0,0.05,0,0.05
Rock of the Dead,2010,0.04,0,0,0,0.05
Monster Jam: Maximum Destruction,2002,0.04,0.01,0,0,0.05
Big Air Freestyle,2002,0.04,0.01,0,0,0.05
To Love-Ru Trouble Darkness: Battle Ecstasy,2014,0,0,0.05,0,0.05
The Lost Treasures of Alexandria,2011,0,0.04,0,0.01,0.05
Rimo-Cocoron,2001,0,0,0.05,0,0.05
Mike Tyson Heavyweight Boxing,2002,0.03,0.01,0,0,0.05
Code Lyoko,2007,0.03,0.01,0,0,0.05
The Berenstain Bears and the Spooky Old Tree,2005,0.03,0.01,0,0,0.05
12-Sai. Koisuru Diary,2016,0,0,0.05,0,0.05
Pool Party,2007,0.04,0,0,0,0.05
Rapala Fishing Frenzy 2009,2008,0.04,0,0,0,0.05
Hakuouki: Bakumatsu Musou Roku,2012,0,0,0.05,0,0.05
Hiiro no Kakera DS,2008,0,0,0.05,0,0.05
Company of Heroes,2006,0,0.04,0,0.01,0.05
Arcana Famiglia: La storia della Aracana Famiglia,2011,0,0,0.05,0,0.05
Wonder World Amusement Park,2008,0.04,0,0,0,0.05
Jonah Lomu Rugby Challenge,2011,0,0.04,0,0.01,0.05
Atelier Ayesha: The Alchemist of Dusk,2014,0,0,0.05,0,0.05
The Misadventures of Tron Bonne,1999,0.03,0.02,0,0,0.05
Just Dance 2017,2016,0.01,0.03,0,0.01,0.05
Ride 2,2016,0,0.04,0,0.01,0.05
Wing Island,2006,0.03,0.01,0.01,0,0.05
Silent Hunter: Wolves of the Pacific,2007,0,0.04,0,0.01,0.05
Brave Story: New Traveller (jp sales),2006,0,0,0.05,0,0.05
Black Jack vs. Matsudajun,2000,0.03,0.02,0,0,0.05
Clever Kids: Creepy Crawlies,2009,0,0.04,0,0,0.05
Wrath Unleashed,2004,0.03,0.01,0,0,0.05
March of the Penguins,2006,0.04,0,0,0,0.05
Professor Heinz Wolff's Gravity,2008,0.04,0,0,0,0.05
Garou Densetsu 3: Road to the Final Victory,1996,0,0,0.05,0,0.05
Lips: Deutsche Partyknaller,2009,0,0.04,0,0.01,0.05
Boing! Docomodake DS,2007,0.04,0,0,0,0.05
Bleach: Soul Carnival,2008,0,0,0.05,0,0.05
Double Dragon Advance,2003,0.03,0.01,0,0,0.05
Toukiden Kiwami,2014,0,0,0.05,0,0.05
Gummy Bears Mini Golf,2010,0.04,0,0,0,0.05
Resident Evil Director's Cut,2006,0,0,0.05,0,0.05
Color Cross,2008,0.04,0,0,0,0.05
Sesame Street: Elmo's A-to-Zoo Adventure,2010,0.04,0,0,0,0.05
The Bible Game,2005,0.03,0.01,0,0,0.05
Bubble Bobble Revolution,2005,0.04,0,0,0,0.05
Inspector Gadget: Gadget's Crazy Maze,2001,0.03,0.02,0,0,0.05
World Fantasista,2002,0,0,0.05,0,0.05
Yager,2003,0.03,0.01,0,0,0.05
River City Soccer Hooligans,2010,0.04,0,0.01,0,0.05
Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,2006,0,0,0.05,0,0.05
Cocoto Kart Racer,2004,0.04,0,0,0,0.05
Root Letter,2016,0,0.03,0.01,0.01,0.05
Futurama,2003,0.03,0.01,0,0,0.05
Supreme Commander,2007,0,0.04,0,0.01,0.05
Pool Hall Pro,2009,0.04,0,0,0,0.05
Wolfenstein,2009,0.01,0.03,0,0.01,0.05
Cesar Millan's Dog Whisperer,2008,0.04,0,0,0,0.05
Nazo Waku Yakata: Oto no Ma ni Ma ni,2011,0,0,0.05,0,0.05
Choro Q 64 2: Hacha Mecha Grand Prix Race,1999,0,0,0.05,0,0.05
Microsoft Train Simulator,2001,0,0.04,0,0.01,0.05
Activision Anthology,2003,0.03,0.01,0,0,0.05
Mahjong 3D: Warriors of the Emperor,2011,0,0.04,0,0,0.05
Wayne Gretzky's 3D Hockey '98,1997,0.03,0.02,0,0,0.05
Hakuouki SSL: Sweet School Life,2014,0,0,0.05,0,0.05
Resident Evil 6,2016,0.04,0,0,0,0.05
Max & the Magic Marker,2011,0,0.04,0,0,0.05
Trigger Man,2004,0.03,0.01,0,0,0.05
Assassin's Creed: Altair's Chronicles,2008,0.03,0.01,0,0,0.05
Kimi ni Todoke: Tsutaeru Kimochi,2011,0,0,0.05,0,0.05
Nora to Koku no Koubou: Kiri no Mori no Majo,2011,0,0,0.05,0,0.05
Bad Boys: Miami Takedown,2004,0.03,0.01,0,0,0.05
Hitman (2016),2016,0,0.04,0,0.01,0.05
Short Track Racing: Trading Paint,2009,0.02,0.02,0,0.01,0.05
Atelier Escha & Logy: Alchemists of the Dusk Sky,2015,0,0,0.05,0,0.05
Fantastic Four: Rise of the Silver Surfer,2007,0.04,0.01,0,0,0.05
Galaxy Racers,2010,0.04,0,0,0,0.05
Game no Kanzume Vol 1,1994,0,0,0.04,0,0.05
Rat Attack!,1999,0.03,0.02,0,0,0.04
Black Mirror 2,2009,0,0.04,0,0.01,0.04
Pony Friends,2007,0,0.04,0,0.01,0.04
Danny Phantom: Urban Jungle,2006,0.04,0,0,0,0.04
Summon Night Craft Sword Monogatari: Hajimari no Ishi,2005,0,0,0.04,0,0.04
Sotsugyou II: Neo Generation,1995,0,0,0.04,0,0.04
Forza Motorsport 3: Ultimate Edition,2010,0,0.04,0,0.01,0.04
The King of Fighters 2002: Unlimited Match,2009,0,0,0.04,0,0.04
Looney Tunes: Cartoon Conductor,2008,0.04,0,0,0,0.04
Art of Fighting Anthology,2006,0.02,0.02,0,0.01,0.04
Ford Bold Moves Street Racing,2006,0.04,0,0,0,0.04
Sébastien Loeb Rally Evo,2016,0,0.04,0,0.01,0.04
The Tale of Despereaux,2008,0.04,0,0,0,0.04
Lux-Pain,2008,0.04,0,0,0,0.04
Rapala Trophies,2006,0.04,0,0,0,0.04
Phoenix Wright: Revived Turnabout,2008,0,0,0.04,0,0.04
Mana Khemia: Alchemists of Al-Revis (JP sales),2007,0,0,0.04,0,0.04
Active Life: Magical Carnival,2011,0.03,0.01,0,0,0.04
National Geographic Panda (US sales),2008,0.04,0,0,0,0.04
The Hustle: Detroit Streets,2006,0.02,0.02,0,0.01,0.04
Tomoyo After: It's a Wonderful Life CS Edition,2009,0,0,0.04,0,0.04
Virtua Fighter CG Portrait Series Vol.6: Lau Chan,1995,0,0,0.04,0,0.04
Guilty Gear XX Accent Core,2007,0,0,0.04,0,0.04
Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,2005,0,0,0.04,0,0.04
Cheer We Go!,2010,0.04,0,0,0,0.04
Monster High: New Ghoul in School,2015,0,0.04,0,0,0.04
Millipede / Super Breakout / Lunar Lander,2005,0.03,0.01,0,0,0.04
Grey's Anatomy: The Video Game,2009,0.03,0.01,0,0,0.04
Mafia,2002,0,0.04,0,0.01,0.04
Disney's Donald Duck: Goin' Quackers,2002,0.03,0.01,0,0,0.04
World Trigger: Borderless Mission,2015,0,0,0.04,0,0.04
Assault Rigs,1996,0.02,0.02,0,0,0.04
Yes! PreCure 5,2007,0,0,0.04,0,0.04
Operation Flashpoint: Elite,2005,0.03,0.01,0,0,0.04
Candace Kane's Candy Factory,2008,0.04,0,0,0,0.04
Fantastic Four: Rise of the Silver Surfer,2007,0.04,0,0,0,0.04
Nanda's Island,2009,0.04,0,0,0,0.04
Virtua Tennis 3,2007,0.03,0.01,0,0,0.04
"Roswell Conspiracies: Aliens, Myths & Legends",2001,0.02,0.02,0,0,0.04
Front Mission,2007,0.01,0,0.03,0,0.04
Sushi Go-Round,2010,0.04,0,0,0,0.04
World Championship Spelling,2010,0.04,0,0,0,0.04
Sekai no Gohan Shaberu! DS Oryouri Navi,2008,0,0,0.04,0,0.04
Tropico 3,2009,0,0.04,0,0.01,0.04
Boktai 2: Solar Boy Django,2004,0.03,0.01,0,0,0.04
Life is Strange,2016,0.01,0.04,0,0,0.04
Angelique Duet,1998,0,0,0.04,0,0.04
Nobunaga's Ambition (3DS),2013,0,0,0.04,0,0.04
Jewel Master: Cradle Of Rome 2,2011,0,0.04,0,0.01,0.04
Shin Fortune Quest: Sokutaku no Kishi,1996,0,0,0.04,0,0.04
Tsumiki: Block Drop Mania,2007,0.04,0,0,0,0.04
Crushed Baseball,2004,0.03,0.01,0,0,0.04
Dark Arena,2002,0.03,0.01,0,0,0.04
Kamen Rider: Battride War Genesis,2016,0,0,0.04,0,0.04
Heatseeker,2007,0.04,0,0,0,0.04
Family Fortunes,2009,0,0.04,0,0,0.04
TOCA Race Driver 2,2004,0.03,0.01,0,0,0.04
My Body Coach,2009,0,0.04,0,0,0.04
Shaun the Sheep,2008,0.04,0,0,0,0.04
Battlezone,2016,0.02,0.02,0,0.01,0.04
I.Q. Remix+: Intelligent Qube,2000,0,0,0.04,0,0.04
Growlanser,2009,0,0,0.04,0,0.04
Card Fight!! Vanguard G: Stride to Victory!!,2016,0,0,0.04,0,0.04
Trollz: Hair Affair!,2005,0.03,0.01,0,0,0.04
Daito Giken Koushiki Pachi-Slot Simulator: Shake II,2007,0,0,0.04,0,0.04
Grand Slam,1997,0.02,0.02,0,0,0.04
Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,2009,0,0,0.04,0,0.04
The King of Fighters 2000,2002,0,0,0.04,0,0.04
Hyperdimension Neptunia mk2,2014,0,0,0.04,0,0.04
Pro Evolution Soccer 2016,2015,0,0.04,0,0,0.04
The Dark Spire,2008,0.04,0,0,0,0.04
Teenage Mutant Ninja Turtles: Mutants in Manhattan,2016,0.03,0.01,0,0,0.04
Puyo Puyo Tetris,2014,0,0,0.04,0,0.04
D.C.F.S.: Da Capo Four Seasons,2005,0,0,0.04,0,0.04
RollerCoaster Tycoon,N/A,0.02,0.02,0,0.01,0.04
Runaway: A Twist of Fate,2009,0,0.04,0,0.01,0.04
Disney's Meet the Robinsons,2007,0.03,0.01,0,0,0.04
Hanayori Danshi: Koi Seyo Onago,2008,0,0,0.04,0,0.04
Refrain no Chika Meikyuu to Majo no Ryodan,2016,0,0,0.04,0,0.04
Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,2009,0,0,0.04,0,0.04
Disney Planes Fire & Rescue,2014,0,0.04,0,0,0.04
Sonic the Hedgehog 2 (8-bit),1992,0,0,0.04,0,0.04
FlatOut 2,2006,0.03,0.01,0,0,0.04
Gem Smashers,2011,0.04,0,0,0,0.04
Rogue Trooper,2006,0.02,0.02,0,0.01,0.04
Backyard Baseball '09,2008,0.04,0,0,0,0.04
Spy Fiction,2003,0.02,0.02,0,0.01,0.04
Justice League: Chronicles,2003,0.03,0.01,0,0,0.04
Tom Clancy's HAWX,2009,0,0.03,0,0.01,0.04
Enemy Front,2014,0.02,0.02,0,0,0.04
Doko Demo Issho: Let's Gakkou!,2006,0,0,0.04,0,0.04
Conflict: Desert Storm II - Back to Bagdhad,2004,0.03,0.01,0,0,0.04
Honda ATV Fever,2010,0.04,0,0,0,0.04
Top Gun,2006,0.04,0,0,0,0.04
M&M's Beach Party,2009,0.04,0,0,0,0.04
B's-LOG Party♪,2010,0,0,0.04,0,0.04
King Arthur,2004,0.03,0.01,0,0,0.04
Chicken Shoot,2005,0.03,0.01,0,0,0.04
Shantae and the Pirate's Curse,2015,0.01,0,0.03,0,0.04
Yowamushi Pedal,2015,0,0,0.04,0,0.04
Dai Senryaku VII: Modern Military Tactics,2003,0.03,0.01,0,0,0.04
White Album 2: Shiawase no Mukougawa,2012,0,0,0.04,0,0.04
Monster Trux Arenas: Special Edition,2007,0.04,0,0,0,0.04
Avatar: The Game,2009,0,0.04,0,0.01,0.04
Go Go Ackman 3,1995,0,0,0.04,0,0.04
Advance Guardian Heroes,2004,0.03,0.01,0,0,0.04
Castle of Shikigami III,2007,0.04,0,0,0,0.04
Nobunaga's Ambition: Sphere of Influence,2014,0.03,0,0,0.01,0.04
FIFA Street 2,2006,0.04,0,0,0,0.04
Star X,2002,0.03,0.01,0,0,0.04
City Life: World Edition,2007,0,0.04,0,0,0.04
The King of Fighters Kyo,1998,0,0,0.04,0,0.04
Record of Agarest War: Marriage,2012,0,0,0.04,0,0.04
San-X Land: Theme Park de Asobou!,2006,0,0,0.04,0,0.04
Corpse Party: Book of Shadows,2011,0,0,0.04,0,0.04
428: Fuusa Sareta Shibuya de,2009,0,0,0.04,0,0.04
Starry ? Sky: After Spring,2009,0,0,0.04,0,0.04
Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,2006,0,0,0.04,0,0.04
Mechanic Escape,2012,0,0,0.04,0,0.04
Battle vs. Chess,N/A,0,0.03,0,0.01,0.04
Naruto Shippuden: Dairansen! Kage Bunshin Emaki,2008,0,0,0.04,0,0.04
WarTech: Senko no Ronde,2006,0.04,0,0,0,0.04
Twilight Syndrome: Kinjiratera Toshi Densetsu,2008,0,0,0.04,0,0.04
True Love Story 3,2001,0,0,0.04,0,0.04
Jerry Rice and Nitus' Dog Football,2011,0.04,0,0,0,0.04
Little Battlers eXperience W,2012,0,0,0.04,0,0.04
The Smurfs,1998,0.02,0.02,0,0,0.04
Teenage Mutant Ninja Turtles: Mutants in Manhattan,2016,0.01,0.03,0,0,0.04
Strike Force Bowling,2004,0.03,0.01,0,0,0.04
IL-2 Sturmovik: 1946,2006,0,0.04,0,0.01,0.04
Chessmaster,2002,0.03,0.01,0,0,0.04
Blood Will Tell: Tezuka Osamu's Dororo,2004,0.02,0.02,0,0.01,0.04
Coraline,2009,0.04,0,0,0,0.04
Red Ninja: End of Honor,2005,0.02,0.02,0,0.01,0.04
Praetorians,2003,0,0.04,0,0,0.04
Kids Learn Music A+ Edition,2011,0.04,0,0,0,0.04
The Wolf Among Us,2014,0.03,0,0,0.01,0.04
Smash Court Tennis 3,2007,0.01,0.01,0.01,0.01,0.04
Kanuchi: Shiroki Tsubasa no Shou,2008,0,0,0.04,0,0.04
SX Superstar,2003,0.03,0.01,0,0,0.04
Katekyoo Hitman Reborn! Battle Arena,2008,0,0,0.04,0,0.04
LEGO Friends,2013,0,0.04,0,0,0.04
Saint Seiya: The Hades,2006,0,0,0.04,0,0.04
Saki Portable,2010,0,0,0.04,0,0.04
Naruto Shippuuden: Shinobi Retsuden III,2009,0,0,0.04,0,0.04
Guild Wars Trilogy,2005,0,0.03,0,0.01,0.04
SPRay,2008,0.04,0,0,0,0.04
Outlaw Tennis,2005,0.03,0.01,0,0,0.04
Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,2013,0,0,0.04,0,0.04
Saint Seiya: Soldiers' Soul,2015,0,0,0.04,0,0.04
Nike+ Kinect Training,2012,0.02,0.01,0,0,0.04
No Rules: Get Phat,2001,0.03,0.01,0,0,0.04
Star Ocean 5: Integrity and Faithlessness,2016,0,0,0.04,0,0.04
Brothers: A Tale of Two Sons,2015,0.03,0.01,0,0,0.04
NHL Legacy,2015,0.03,0,0,0.01,0.04
Battle Rage,2008,0.04,0,0,0,0.04
Attack of the Movies 3D,2010,0.04,0,0,0,0.04
The History Channel: Great Battles - Medieval,N/A,0,0.03,0,0.01,0.04
Igor: The Game,2008,0.04,0,0,0,0.04
Zombi Daisuki,2011,0,0,0.04,0,0.04
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,2014,0,0,0.04,0,0.04
"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",2006,0,0,0.04,0,0.04
Sea Monsters: A Prehistoric Adventure,2007,0.04,0,0,0,0.04
Get Up and Dance,2011,0.03,0,0,0,0.04
Secret Files: Tunguska,2006,0,0.04,0,0,0.04
The Monkey King: The Legend Begins,2007,0.04,0,0,0,0.04
The Invincible Iron Man,2002,0.03,0.01,0,0,0.04
NASCAR 07,2006,0.03,0.01,0,0,0.04
Dance Dance Revolution Disney Mix,2000,0.02,0.02,0,0,0.04
Casual Mania!,2010,0.04,0,0,0,0.04
Maken Shao: Demon Sword,2001,0,0,0.04,0,0.04
Scaler,2004,0.03,0.01,0,0,0.04
Super Robot Taisen OG Infinite Battle,2013,0,0,0.04,0,0.04
BeatMania IIDX 16: Empress + Premium Best,2009,0,0,0.04,0,0.04
Emergency Room: Real Life Rescues,2009,0.04,0,0,0,0.04
FIFA Soccer 2003 (weekly jp sales),2002,0,0,0.04,0,0.04
High Heat Baseball 2002,2001,0.02,0.02,0,0,0.04
Nitroplus Blasterz: Heroines Infinite Duel,2015,0.01,0,0.02,0,0.04
Puyo Pop Fever,2004,0,0,0.04,0,0.04
Thrillville: Off the Rails,2007,0.03,0.01,0,0,0.04
Hana to Ikimo no Rittai Zukan,2011,0,0,0.04,0,0.04
Bloody Roar Extreme,2003,0.03,0.01,0,0,0.04
Clockwork Empires,N/A,0,0.04,0,0,0.04
Split/Second,2010,0,0.04,0,0.01,0.04
Tennis Masters Series 2003,2002,0.03,0.01,0,0,0.04
Resident Evil 6,2012,0,0.04,0,0,0.04
Amagami,2014,0,0,0.04,0,0.04
Dead Head Fred,2007,0.04,0,0,0,0.04
MLB SlugFest 20-04,2003,0.03,0.01,0,0,0.04
Pocket Pool,2007,0.04,0,0,0,0.04
Jissen Pachislot Hisshouhou! Hokuto no Ken DS,2005,0,0,0.04,0,0.04
Lise no Atelier: Ordre no Renkinjutsushi,2007,0,0,0.04,0,0.04
Myth Makers: Trixie in Toyland,2008,0.04,0,0,0,0.04
Arcana Heart 3,2014,0.02,0,0.02,0.01,0.04
Torino 2006,2006,0.03,0.01,0,0,0.04
Amnesia,2011,0,0,0.04,0,0.04
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,2006,0,0,0.04,0,0.04
Metal Slug 4 & 5,2005,0.03,0.01,0,0,0.04
Great Battle Full Blast,2012,0,0,0.04,0,0.04
Ride to Hell,2013,0.02,0.01,0,0.01,0.04
Need for Speed: ProStreet,2007,0,0.04,0,0.01,0.04
Digimon Rumble Arena 2,2004,0.03,0.01,0,0,0.04
NCIS,2011,0.01,0.02,0,0.01,0.04
Doki Doki! PreCure Narikiri Life!,2013,0,0,0.04,0,0.04
Gravity Falls: Legend of the Gnome Gemulets,2015,0.03,0,0,0,0.04
Rodea the Sky Soldier,2015,0.03,0,0,0,0.04
Major League Baseball 2K12,2012,0.04,0,0,0,0.04
Watashi no Relaxuma,2007,0,0,0.04,0,0.04
Phantom Kingdom Portable,2011,0,0,0.04,0,0.04
Pac-Man World Rally,2006,0.04,0,0,0,0.04
Way of the Samurai 2 Portable,2009,0,0,0.04,0,0.04
Challenge Me: Maths Workout,2009,0.04,0,0,0,0.04
Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,2008,0,0,0.04,0,0.04
Hellboy: The Science of Evil,2008,0.04,0,0,0,0.04
Mortimer Beckett and the Secrets of Spooky Manor,2008,0.04,0,0,0,0.04
Little Busters! Converted Edition,2010,0,0,0.04,0,0.04
Unison: Rebels of Rhythm & Dance,2000,0.02,0.02,0,0.01,0.04
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,2007,0,0,0.04,0,0.04
WTF: Work Time Fun,2005,0.04,0,0,0,0.04
The Sims Deluxe,2002,0.01,0.02,0,0.01,0.04
Fashion Week Jr. Designer,2009,0.04,0,0,0,0.04
B.L.U.E.: Legend of Water,N/A,0,0,0.04,0,0.04
Dark Half,1996,0,0,0.04,0,0.04
Horses 3D,2012,0.04,0,0,0,0.04
LEGO Indiana Jones: The Original Adventures,2008,0.02,0.02,0,0,0.04
Bullet Girls 2,2016,0,0,0.04,0,0.04
The Sims 2: Pets,2006,0.01,0.02,0,0.01,0.04
Deadliest Warrior: Ancient Combat,2012,0.04,0,0,0,0.04
Zoo Quest: Puzzle Fun!,2008,0.04,0,0,0,0.04
Civilization Beyond Earth: Rising Tide,2015,0,0.04,0,0,0.04
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,2008,0,0,0.04,0,0.04
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,2016,0,0,0.04,0,0.04
Shukufuku no Campanella Portable,2010,0,0,0.04,0,0.04
The Kore Gang,2010,0.04,0,0,0,0.04
National Geographic Challenge!,2011,0.01,0.03,0,0.01,0.04
Duke Nukem Trilogy: Critical Mass,2011,0.04,0,0,0,0.04
Beastly Frantic Foto,2011,0.04,0,0,0,0.04
Chaos;Head - Love Chu*Chu!,2011,0,0,0.04,0,0.04
Yourself Fitness,2005,0.02,0.02,0,0.01,0.04
Rugby Challenge 3,2016,0,0.04,0,0.01,0.04
Dungeon Raiders,2009,0.04,0,0,0,0.04
Romance of the Three Kingdoms 13,2015,0,0,0.04,0,0.04
Blood Bowl,2009,0.02,0.02,0,0,0.04
Port Royale 2,2004,0,0.03,0,0.01,0.04
Star Trek: Shattered Universe,2004,0.03,0.01,0,0,0.04
Company of Heroes: Tales of Valor,2009,0,0.03,0,0.01,0.04
12Riven: The Psi-Climinal of Integral,2008,0,0,0.04,0,0.04
Battle Spirits: Digital Starter,2010,0,0,0.04,0,0.04
Farm Frenzy 3,2009,0,0.03,0,0.01,0.04
Guilty Gear XX Accent Core,2007,0.03,0,0,0,0.04
Lionel Trains: On Track,2006,0.04,0,0,0,0.04
WarJetz,2001,0.02,0.02,0,0.01,0.04
Breeding Stud 2,1998,0,0,0.04,0,0.04
Banushi Life Game: Winner's Circle,2007,0,0,0.04,0,0.04
Stellaris,2016,0,0.04,0,0,0.04
Gakuen Hetalia Portable,2011,0,0,0.04,0,0.04
Catwoman,2004,0.03,0.01,0,0,0.04
Devil May Cry 4,2008,0.01,0.02,0,0.01,0.04
Chibi Maruko-Chan DS: Maru-Chan no Machi,2009,0,0,0.04,0,0.04
Capcom Fighting Evolution,2005,0.03,0.01,0,0,0.04
Gray Matter,2011,0,0.04,0,0,0.04
Call of Duty: Modern Warfare Trilogy,2016,0.02,0.02,0,0,0.04
Riding Stables: The Whitakers present Milton and Friends,2011,0,0.04,0,0,0.04
World Poker Tour,2006,0.04,0,0,0,0.04
Barnyard,2006,0.04,0,0,0,0.04
Paws & Claws: Regal Resort,2010,0.04,0,0,0,0.04
Mazes of Fate DS,2008,0.04,0,0,0,0.04
Novastorm,1995,0.02,0.02,0,0,0.04
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,2012,0,0,0.04,0,0.04
PopCap Arcade Vol 1,2007,0.04,0,0,0,0.04
Test Drive: Ferrari Legends,2012,0.04,0,0,0.01,0.04
Heroes of Might and Magic V,2006,0,0.03,0,0.01,0.04
Dead Ball Zone,1998,0.02,0.02,0,0,0.04
NBA in the Zone 2000,2000,0.04,0,0,0,0.04
Winning Post World 2010,2010,0,0,0.04,0,0.04
NBA In The Zone '99,1998,0.04,0,0,0,0.04
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,2010,0,0,0.04,0,0.04
World Series Baseball,1994,0,0,0.04,0,0.04
Haunted Casino,1996,0,0,0.04,0,0.04
Metal Gear Solid: Digital Graphic Novel,2006,0.02,0,0.02,0,0.04
Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,2012,0,0,0.04,0,0.04
Aeon Flux,2005,0.02,0.02,0,0.01,0.04
MLB 2K12 / NBA 2K12 Combo Pack,2012,0.04,0,0,0,0.04
Age of Mythology: The Titans,2003,0.02,0.02,0,0,0.04
Chicken Blaster,2009,0.04,0,0,0,0.04
S.Y.K Renshouden Portable,2011,0,0,0.04,0,0.04
Psycho-Pass: Mandatory Happiness,2016,0.03,0,0,0.01,0.04
Arctic Tale,2007,0.04,0,0,0,0.04
Virtua Tennis 4,2011,0,0.03,0,0.01,0.04
Metal Max Returns,1995,0,0,0.04,0,0.04
Shattered Union,2005,0.03,0.01,0,0,0.04
